country_type,Country,League,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
Main,Scotland,Division 3,1997/1998,10/02/98,Cowdenbeath,Albion Rvs,2,0,H
Main,Scotland,Division 3,1997/1998,10/02/98,Ross County,East Stirling,0,0,D
Main,Scotland,Division 3,1997/1998,14/02/98,Berwick,Cowdenbeath,0,2,A
Main,Scotland,Division 3,1997/1998,14/02/98,Queens Park,Montrose,0,2,A
Main,Scotland,Division 3,1997/1998,17/02/98,East Stirling,Dumbarton,1,0,H
Main,Scotland,Division 3,1997/1998,21/02/98,Berwick,Alloa,1,1,D
Main,Scotland,Division 3,1997/1998,21/02/98,Cowdenbeath,Dumbarton,2,0,H
Main,Scotland,Division 3,1997/1998,21/02/98,East Stirling,Ross County,1,0,H
Main,Scotland,Division 3,1997/1998,21/02/98,Montrose,Albion Rvs,1,3,A
Main,Scotland,Division 3,1997/1998,21/02/98,Queens Park,Arbroath,0,2,A
Main,Scotland,Division 3,1997/1998,24/02/98,Alloa,Cowdenbeath,2,0,H
Main,Scotland,Division 3,1997/1998,25/02/98,Dumbarton,Montrose,2,3,A
Main,Scotland,Division 3,1997/1998,28/02/98,Berwick,Arbroath,0,0,D
Main,Scotland,Division 3,1997/1998,28/02/98,Dumbarton,Alloa,0,3,A
Main,Scotland,Division 3,1997/1998,28/02/98,Montrose,Cowdenbeath,3,1,H
Main,Scotland,Division 3,1997/1998,04/03/98,East Stirling,Queens Park,0,0,D
Main,Scotland,Division 3,1997/1998,07/03/98,Albion Rvs,Dumbarton,2,2,D
Main,Scotland,Division 3,1997/1998,07/03/98,Alloa,Montrose,3,2,H
Main,Scotland,Division 3,1997/1998,07/03/98,Arbroath,Ross County,1,1,D
Main,Scotland,Division 3,1997/1998,07/03/98,Queens Park,Berwick,2,1,H
Main,Scotland,Division 3,1997/1998,09/03/98,Cowdenbeath,East Stirling,0,1,A
Main,Scotland,Division 3,1997/1998,10/03/98,Montrose,Ross County,0,2,A
Main,Scotland,Division 3,1997/1998,14/03/98,Albion Rvs,Cowdenbeath,0,1,A
Main,Scotland,Division 3,1997/1998,14/03/98,Arbroath,Alloa,3,0,H
Main,Scotland,Division 3,1997/1998,14/03/98,East Stirling,Berwick,1,1,D
Main,Scotland,Division 3,1997/1998,14/03/98,Queens Park,Dumbarton,0,2,A
Main,Scotland,Division 3,1997/1998,14/03/98,Ross County,Montrose,2,1,H
Main,Scotland,Division 3,1997/1998,17/03/98,Ross County,Albion Rvs,6,2,H
Main,Scotland,Division 3,1997/1998,21/03/98,Alloa,Albion Rvs,3,1,H
Main,Scotland,Division 3,1997/1998,21/03/98,Berwick,Ross County,1,1,D
Main,Scotland,Division 3,1997/1998,21/03/98,Cowdenbeath,Queens Park,1,2,A
Main,Scotland,Division 3,1997/1998,21/03/98,Dumbarton,Arbroath,1,2,A
Main,Scotland,Division 3,1997/1998,21/03/98,Montrose,East Stirling,1,1,D
Main,Scotland,Division 3,1997/1998,24/03/98,Ross County,Alloa,0,2,A
Main,Scotland,Division 3,1997/1998,28/03/98,Arbroath,Cowdenbeath,2,0,H
Main,Scotland,Division 3,1997/1998,28/03/98,Berwick,Montrose,1,1,D
Main,Scotland,Division 3,1997/1998,28/03/98,East Stirling,Albion Rvs,2,0,H
Main,Scotland,Division 3,1997/1998,28/03/98,Queens Park,Alloa,1,1,D
Main,Scotland,Division 3,1997/1998,28/03/98,Ross County,Dumbarton,0,0,D
Main,Scotland,Division 3,1997/1998,04/04/98,Albion Rvs,Arbroath,0,1,A
Main,Scotland,Division 3,1997/1998,04/04/98,Alloa,Ross County,1,1,D
Main,Scotland,Division 3,1997/1998,04/04/98,Dumbarton,East Stirling,1,0,H
Main,Scotland,Division 3,1997/1998,04/04/98,Montrose,Queens Park,4,3,H
Main,Scotland,Division 3,1997/1998,07/04/98,Cowdenbeath,Berwick,1,0,H
Main,Scotland,Division 3,1997/1998,11/04/98,Albion Rvs,Ross County,1,3,A
Main,Scotland,Division 3,1997/1998,11/04/98,Alloa,Dumbarton,3,0,H
Main,Scotland,Division 3,1997/1998,11/04/98,Arbroath,Berwick,1,0,H
Main,Scotland,Division 3,1997/1998,11/04/98,Cowdenbeath,Montrose,0,0,D
Main,Scotland,Division 3,1997/1998,11/04/98,Queens Park,East Stirling,0,2,A
Main,Scotland,Division 3,1997/1998,13/04/98,Albion Rvs,Berwick,5,0,H
Main,Scotland,Division 3,1997/1998,18/04/98,Berwick,Queens Park,2,2,D
Main,Scotland,Division 3,1997/1998,18/04/98,Dumbarton,Albion Rvs,2,0,H
Main,Scotland,Division 3,1997/1998,18/04/98,East Stirling,Cowdenbeath,2,1,H
Main,Scotland,Division 3,1997/1998,18/04/98,Montrose,Alloa,0,3,A
Main,Scotland,Division 3,1997/1998,18/04/98,Ross County,Arbroath,1,0,H
Main,Scotland,Division 3,1997/1998,25/04/98,Albion Rvs,Queens Park,1,2,A
Main,Scotland,Division 3,1997/1998,25/04/98,Alloa,East Stirling,5,2,H
Main,Scotland,Division 3,1997/1998,25/04/98,Arbroath,Montrose,4,2,H
Main,Scotland,Division 3,1997/1998,25/04/98,Dumbarton,Berwick,0,2,A
Main,Scotland,Division 3,1997/1998,25/04/98,Ross County,Cowdenbeath,1,0,H
Main,Scotland,Division 3,1997/1998,29/04/98,Albion Rvs,Arbroath,0,2,A
Main,Scotland,Division 3,1997/1998,02/05/98,Berwick,Albion Rvs,5,2,H
Main,Scotland,Division 3,1997/1998,02/05/98,Cowdenbeath,Alloa,1,3,A
Main,Scotland,Division 3,1997/1998,02/05/98,East Stirling,Arbroath,1,1,D
Main,Scotland,Division 3,1997/1998,02/05/98,Montrose,Dumbarton,2,1,H
Main,Scotland,Division 3,1997/1998,02/05/98,Queens Park,Ross County,0,4,A
Main,Scotland,Division 3,1997/1998,09/05/98,Albion Rvs,Montrose,4,2,H
Main,Scotland,Division 3,1997/1998,09/05/98,Alloa,Berwick,1,0,H
Main,Scotland,Division 3,1997/1998,09/05/98,Arbroath,Queens Park,1,1,D
Main,Scotland,Division 3,1997/1998,09/05/98,Dumbarton,Cowdenbeath,2,3,A
Main,Scotland,Division 3,1997/1998,09/05/98,Ross County,East Stirling,5,2,H
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
Main,Scotland,Division 3,1997/1998,999,999,999,999,999,999
