country_type,Country,League,Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA
Main,Scotland,Division 3,2003/2004,21/02/04,East Stirling,Gretna,2,4,A,1,2,A,9,5.5,1.2,8.5,5.4,1.21,6,4.4,1.3,7,5,1.286,999,999,999,9,5,1.22,8,5.5,1.22
Main,Scotland,Division 3,2003/2004,21/02/04,Elgin,Albion Rvs,1,2,A,0,1,A,2.75,3.5,2.1,2.8,3.5,2.05,2.4,3.3,2.2,3,3.4,2,999,999,999,2.75,3.5,2.1,2.87,3.6,2
Main,Scotland,Division 3,2003/2004,21/02/04,Montrose,Stirling,1,4,A,1,3,A,4,3.6,1.667,3.8,3.6,1.7,3.5,3.4,1.7,3.5,3.5,1.8,999,999,999,4,3.6,1.66,3.75,3.6,1.72
Main,Scotland,Division 3,2003/2004,21/02/04,Peterhead,Cowdenbeath,0,0,D,0,0,D,1.727,3.6,3.75,1.7,3.6,3.8,1.75,3.4,3.3,1.727,3.5,3.75,999,999,999,1.66,3.6,4,1.72,3.6,3.75
Main,Scotland,Division 3,2003/2004,21/02/04,Stranraer,Queens Park,3,1,H,0,0,D,1.333,4.5,6.5,1.36,4.5,5.8,1.4,3.9,4.8,1.4,4.333,5.5,999,999,999,1.33,4.33,7,1.4,4.33,5.5
Main,Scotland,Division 3,2003/2004,28/02/04,Gretna,Montrose,1,2,A,1,0,H,1.444,4,5.5,1.44,4,5.5,1.55,3.5,4.2,1.533,3.75,5,999,999,999,1.4,4,6,1.53,4,4.5
Main,Scotland,Division 3,2003/2004,28/02/04,Queens Park,Peterhead,1,0,H,1,0,H,3.5,3.5,1.8,3.5,3.5,1.8,2.8,3.4,1.9,3.4,3.5,1.833,999,999,999,3.5,3.6,1.75,4.2,3.75,1.61
Main,Scotland,Division 3,2003/2004,02/03/04,East Stirling,Queens Park,2,4,A,1,2,A,5,3.75,1.53,4.5,3.8,1.57,3.6,3.6,1.6,4.5,3.75,1.57,999,999,999,999,999,999,5,3.8,1.5
Main,Scotland,Division 3,2003/2004,02/03/04,Gretna,Stirling,1,0,H,1,0,H,2.6,3.5,2.2,2.55,3.5,2.25,2.7,3.1,2.1,2.38,3.5,2.38,2.7,3.5,2.1,2.7,3.5,2.1,2.37,3.5,2.37
Main,Scotland,Division 3,2003/2004,06/03/04,Cowdenbeath,Albion Rvs,1,1,D,0,1,A,1.8,3.5,3.5,1.8,3.5,3.45,1.8,3.2,3.3,1.727,3.5,3.75,1.8,3.5,3.4,1.8,3.5,3.4,1.8,3.6,3.4
Main,Scotland,Division 3,2003/2004,06/03/04,East Stirling,Montrose,1,4,A,1,3,A,7,3.75,1.4,5.8,4.1,1.4,4.8,3.9,1.4,5.5,4.333,1.4,999,999,999,999,999,999,6.5,4.2,1.36
Main,Scotland,Division 3,2003/2004,06/03/04,Peterhead,Gretna,2,1,H,0,1,A,2.375,3.5,2.375,2.25,3.5,2.5,2.2,3.1,2.5,2.2,3.5,2.625,2.25,3.5,2.5,2.25,3.5,2.5,2.4,3.4,2.4
Main,Scotland,Division 3,2003/2004,06/03/04,Queens Park,Elgin,4,0,H,1,0,H,1.615,3.6,4.333,1.63,3.7,4.1,1.6,3.4,3.9,1.533,3.75,5,1.62,3.75,4,1.61,3.75,4,1.61,3.75,4.2
Main,Scotland,Division 3,2003/2004,06/03/04,Stranraer,Stirling,1,1,D,0,0,D,2.25,3.5,2.5,2.3,3.5,2.45,2.1,3.1,2.7,2.25,3.4,2.625,2.25,3.5,2.5,2.25,3.5,2.5,2.25,3.5,2.5
Main,Scotland,Division 3,2003/2004,09/03/04,Albion Rvs,East Stirling,5,1,H,4,0,H,1.25,5,8,1.23,5.6,7,1.3,4,7,1.222,5,10,999,999,999,999,999,999,1.22,5,9.5
Main,Scotland,Division 3,2003/2004,09/03/04,Cowdenbeath,Stranraer,1,2,A,1,0,H,3,3.4,2,2.85,3.45,2.05,2.9,3.2,1.9,3,3.4,2,2.8,3.5,2.05,2.8,3.5,2.05,3.1,3.6,1.9
Main,Scotland,Division 3,2003/2004,10/03/04,Stirling,Elgin,6,1,H,3,0,H,1.2,5,11,1.18,5.5,10,1.2,4.7,9,1.167,5.5,12,1.18,5.25,10,1.18,5.25,10,1.2,6,8
Main,Scotland,Division 3,2003/2004,13/03/04,Albion Rvs,Queens Park,3,1,H,2,1,H,2.2,3.5,2.6,2.2,3.5,2.6,2.2,3.1,2.5,2.2,3.5,2.625,2.2,3.5,2.6,2.2,3.5,2.6,2.3,3.4,2.5
Main,Scotland,Division 3,2003/2004,13/03/04,Elgin,Peterhead,1,0,H,0,0,D,5.5,3.6,1.5,4.7,3.8,1.53,3.8,3.7,1.55,5.5,4,1.444,999,999,999,4.75,3.75,1.53,5,3.8,1.5
Main,Scotland,Division 3,2003/2004,13/03/04,Gretna,Stranraer,0,0,D,0,0,D,2.375,3.5,2.375,2.37,3.5,2.37,2.3,3.1,2.3,2.25,3.4,2.625,2.38,3.5,2.38,2.4,3.4,2.4,2.37,3.5,2.37
Main,Scotland,Division 3,2003/2004,13/03/04,Montrose,Cowdenbeath,1,1,D,1,1,D,2.375,3.5,2.375,2.37,3.5,2.37,2.3,3.1,2.3,2.2,3.5,2.625,2.38,3.5,2.38,2.4,3.4,2.4,2.37,3.5,2.37
Main,Scotland,Division 3,2003/2004,13/03/04,Stirling,East Stirling,6,0,H,2,0,H,1.083,7.5,15,1.1,6.5,15,1.1,5.5,11,1.083,7,17,999,999,999,1.1,6.5,15,1.1,6.5,17
Main,Scotland,Division 3,2003/2004,16/03/04,Albion Rvs,Peterhead,3,3,D,3,1,H,2.75,3.5,2.1,2.85,3.3,2.1,2.3,3.1,2.3,2.62,3.5,2.2,2.6,3.5,2.2,2.6,3.5,2.2,2.75,3.5,2.1
Main,Scotland,Division 3,2003/2004,16/03/04,Elgin,Cowdenbeath,0,0,D,0,0,D,4,3.6,1.66,3.9,3.5,1.7,2.8,3.1,2,3.4,3.5,1.83,3.5,3.75,1.73,3.75,3.5,1.75,3.3,3.75,1.8
Main,Scotland,Division 3,2003/2004,20/03/04,Gretna,Elgin,2,1,H,2,1,H,1.25,5,8,1.3,4.7,6.8,1.33,4.3,5.5,1.222,5.5,8,1.3,4.33,7.5,1.3,4.33,7.5,1.3,5,6.5
Main,Scotland,Division 3,2003/2004,20/03/04,Montrose,Albion Rvs,3,1,H,0,0,D,2.2,3.5,2.6,2.2,3.5,2.6,2.3,3.1,2.3,2.1,3.5,2.75,2.1,3.4,2.8,2.1,3.4,2.8,2.3,3.6,2.4
Main,Scotland,Division 3,2003/2004,20/03/04,Peterhead,Stirling,0,0,D,0,0,D,2.625,3.4,2.2,2.55,3.4,2.25,2.5,3.1,2.2,2.5,3.5,2.25,2.63,3.4,2.2,2.62,3.4,2.2,2.5,3.4,2.3
Main,Scotland,Division 3,2003/2004,20/03/04,Queens Park,Cowdenbeath,1,2,A,1,0,H,2.3,3.4,2.5,2.35,3.45,2.4,2.3,3.1,2.3,2.375,3.5,2.375,2.38,3.4,2.4,2.37,3.4,2.4,2.4,3.4,2.4
Main,Scotland,Division 3,2003/2004,24/03/04,East Stirling,Stranraer,1,2,A,1,2,A,13,7,1.11,13,7,1.11,11,5.5,1.15,999,999,999,999,999,999,999,999,999,12,6.5,1.12
Main,Scotland,Division 3,2003/2004,27/03/04,Albion Rvs,Gretna,1,2,A,1,2,A,2.75,3.5,2.1,2.9,3.5,2,2.7,3.1,2.1,2.75,3.5,2.1,2.75,3.4,2.1,2.75,3.4,2.1,2.87,3.6,2
Main,Scotland,Division 3,2003/2004,27/03/04,Cowdenbeath,East Stirling,2,0,H,1,0,H,1.143,6,12,1.13,6.3,11.8,1.17,4.5,8,1.125,6.5,12,999,999,999,999,999,999,1.12,6.5,12
Main,Scotland,Division 3,2003/2004,27/03/04,Elgin,Montrose,2,1,H,0,0,D,3.2,3.5,1.909,3.4,3.45,1.85,2.9,3.2,1.9,2.75,3.5,2.1,3.2,3.4,1.91,3.2,3.4,1.9,3.4,3.5,1.83
Main,Scotland,Division 3,2003/2004,27/03/04,Stirling,Queens Park,0,0,D,0,0,D,1.286,4.5,8,1.33,4.4,6.8,1.35,3.9,6,1.333,4.333,7,1.33,4.33,6.5,1.33,4.33,6.5,1.36,4.2,6.5
Main,Scotland,Division 3,2003/2004,27/03/04,Stranraer,Peterhead,1,1,D,1,0,H,1.667,3.6,4,1.75,3.6,3.6,1.75,3.3,3.4,1.8,3.5,3.5,1.73,3.5,3.75,1.72,3.5,3.75,1.8,3.5,3.5
Main,Scotland,Division 3,2003/2004,03/04/04,Cowdenbeath,Elgin,2,0,H,1,0,H,1.4,4.333,5.5,1.45,3.9,5.5,1.5,3.6,4.4,1.286,5,7,1.44,3.75,5.5,1.44,3.8,5.5,1.5,3.6,5.5
Main,Scotland,Division 3,2003/2004,03/04/04,Peterhead,Albion Rvs,5,0,H,3,0,H,1.571,3.75,4.5,1.6,3.6,4.5,1.65,3.3,3.8,1.615,3.5,4.5,1.62,3.5,4.33,1.61,3.5,4.33,1.61,3.6,4.33
Main,Scotland,Division 3,2003/2004,03/04/04,Queens Park,East Stirling,1,0,H,1,0,H,1.25,5,8,1.2,5.5,9,1.22,4.5,8,1.143,6,12,999,999,999,999,999,999,1.16,6.5,9
Main,Scotland,Division 3,2003/2004,03/04/04,Stirling,Gretna,0,1,A,0,1,A,1.909,3.5,3.2,1.85,3.5,3.3,2,3.1,2.8,1.833,3.4,3.5,1.91,3.5,3.1,1.9,3.5,3.1,2.1,3.5,2.75
Main,Scotland,Division 3,2003/2004,03/04/04,Stranraer,Montrose,6,0,H,2,0,H,1.5,3.8,5,1.5,3.8,5,1.5,3.6,4.4,1.5,3.6,5.5,1.53,3.75,4.5,1.53,3.75,4.6,1.5,3.6,5.5
Main,Scotland,Division 3,2003/2004,10/04/04,Albion Rvs,Stirling,3,5,A,2,2,D,3.75,3.6,1.727,3.75,3.6,1.7,3.5,3.4,1.7,3.4,3.5,1.833,3.75,3.6,1.7,3.75,3.6,1.7,3.75,3.6,1.72
Main,Scotland,Division 3,2003/2004,10/04/04,East Stirling,Peterhead,0,3,A,0,2,A,11,6,1.167,10.5,5.6,1.16,999,999,999,11,5,1.2,999,999,999,999,999,999,12,6.5,1.12
Main,Scotland,Division 3,2003/2004,10/04/04,Elgin,Stranraer,0,0,D,0,0,D,5.5,4.333,1.4,5.5,4.2,1.4,5.5,4,1.35,7,4,1.364,5.5,3.8,1.44,5.5,3.8,1.44,6,4.5,1.36
Main,Scotland,Division 3,2003/2004,10/04/04,Gretna,Cowdenbeath,0,1,A,0,0,D,1.727,3.6,3.75,1.7,3.6,3.75,999,999,999,1.667,3.6,4,1.7,3.6,3.75,1.7,3.6,3.75,1.72,3.75,3.6
Main,Scotland,Division 3,2003/2004,10/04/04,Montrose,Queens Park,1,1,D,1,0,H,2.1,3.5,2.75,2.05,3.4,2.85,2.2,3.1,2.5,1.909,3.5,3.2,2,3.5,2.875,2,3.5,2.87,2.25,3.4,2.6
Main,Scotland,Division 3,2003/2004,17/04/04,Albion Rvs,Elgin,1,2,A,1,1,D,1.727,3.6,3.75,1.67,3.6,4,1.7,3.3,3.6,1.533,3.75,5,1.67,3.6,4,1.66,3.6,4,1.66,3.6,4
Main,Scotland,Division 3,2003/2004,17/04/04,Cowdenbeath,Peterhead,0,3,A,0,0,D,2.3,3.4,2.5,2.3,3.4,2.5,2.2,3.1,2.5,2.2,3.5,2.625,2.25,3.4,2.6,2.25,3.4,2.6,2.3,3.4,2.5
Main,Scotland,Division 3,2003/2004,17/04/04,Gretna,East Stirling,5,1,H,3,0,H,1.1,6.5,15,1.08,7.3,15,1.12,6,12,1.1,7,15,999,999,999,999,999,999,1.08,7.5,15
Main,Scotland,Division 3,2003/2004,17/04/04,Queens Park,Stranraer,0,2,A,0,2,A,4,3.6,1.667,4.1,3.6,1.65,4,3.3,1.6,3.75,3.5,1.727,4,3.6,1.67,4,3.6,1.66,4.2,4,1.57
Main,Scotland,Division 3,2003/2004,17/04/04,Stirling,Montrose,1,1,D,1,1,D,1.333,4.5,6.5,1.35,4.3,6.5,1.4,3.7,5.3,1.364,4,7,1.33,4.5,6.5,1.33,4,8,1.36,4.2,6.5
Main,Scotland,Division 3,2003/2004,24/04/04,East Stirling,Albion Rvs,1,8,A,1,2,A,6.5,4.5,1.33,5.5,4.33,1.4,999,999,999,5.5,4.33,1.4,999,999,999,999,999,999,5.5,4.33,1.4
Main,Scotland,Division 3,2003/2004,24/04/04,Elgin,Stirling,0,1,A,0,1,A,5.5,4.33,1.4,5.5,4.33,1.4,999,999,999,5.5,3.6,1.5,6,4.33,1.36,5.75,4.33,1.36,4.5,4.2,1.5
Main,Scotland,Division 3,2003/2004,24/04/04,Montrose,Gretna,1,4,A,0,2,A,3.2,3.5,1.9,3.3,3.5,1.85,999,999,999,3,3.4,2,3.25,3.5,1.83,3.25,3.5,1.83,3.3,3.6,1.83
Main,Scotland,Division 3,2003/2004,24/04/04,Peterhead,Queens Park,1,1,D,0,1,A,1.53,4,4.5,1.53,4,4.5,999,999,999,1.57,3.75,4.5,1.5,4,4.5,1.5,4,4.5,1.53,4,4.5
Main,Scotland,Division 3,2003/2004,24/04/04,Stranraer,Cowdenbeath,1,0,H,0,0,D,1.4,4.33,6.5,1.45,4,5.3,999,999,999,1.44,4,5.5,1.4,4.2,5.5,1.4,4.2,5.5,1.44,4,5.5
Main,Scotland,Division 3,2003/2004,01/05/04,Cowdenbeath,Montrose,0,0,D,0,0,D,1.83,3.5,3.4,1.85,3.4,3.4,999,999,999,1.83,3.5,3.4,1.83,3.5,3.25,1.83,3.6,3.3,1.83,3.5,3.25
Main,Scotland,Division 3,2003/2004,01/05/04,East Stirling,Stirling,0,3,A,0,1,A,17,7.5,1.07,15,7.5,1.08,999,999,999,15,8,1.07,999,999,999,15,8,1.07,999,999,999
Main,Scotland,Division 3,2003/2004,01/05/04,Peterhead,Elgin,3,1,H,0,1,A,1.4,4.33,5.5,1.44,4,5.5,999,999,999,1.4,4.33,5.5,1.44,3.8,5.5,1.4,4.33,5.5,1.44,3.8,5.5
Main,Scotland,Division 3,2003/2004,01/05/04,Queens Park,Albion Rvs,0,1,A,0,0,D,2.25,3.5,2.5,2.25,3.5,2.5,999,999,999,2,3.4,3,2.25,3.4,2.5,2.3,3.6,2.4,2.25,3.4,2.5
Main,Scotland,Division 3,2003/2004,01/05/04,Stranraer,Gretna,3,2,H,1,1,D,1.83,3.6,3.4,1.83,3.4,3.5,999,999,999,1.91,3.5,3.2,1.8,3.6,3.3,1.9,3.6,3.1,1.8,3.6,3.3
Main,Scotland,Division 3,2003/2004,08/05/04,Albion Rvs,Cowdenbeath,2,4,A,1,2,A,2.5,3.4,2.3,2.45,3.5,2.3,999,999,999,2.38,3.5,2.38,2.38,3.5,2.38,2.38,3.5,2.38,2.37,3.5,2.37
Main,Scotland,Division 3,2003/2004,08/05/04,Elgin,Queens Park,1,3,A,1,3,A,2.37,3.5,2.37,2.4,3.5,2.35,999,999,999,2.25,3.5,2.5,2.38,3.5,2.38,2.38,3.5,2.38,2.5,3.4,2.3
Main,Scotland,Division 3,2003/2004,08/05/04,Gretna,Peterhead,3,2,H,3,0,H,2,3.4,3,2.2,3.5,2.6,999,999,999,2.1,3.5,2.75,2,3.6,2.88,2,3.6,2.88,2.2,3.5,2.62
Main,Scotland,Division 3,2003/2004,08/05/04,Montrose,East Stirling,1,0,H,0,0,D,1.2,5.5,9,1.15,6.3,10,999,999,999,1.11,6.5,15,999,999,999,999,999,999,1.12,6.5,12
Main,Scotland,Division 3,2003/2004,08/05/04,Stirling,Stranraer,2,2,D,0,0,D,2.3,3.4,2.5,2.3,3.4,2.5,999,999,999,2.25,3.2,2.75,2.3,3.4,2.5,2.3,3.4,2.5,2.4,3.25,2.5
Main,Scotland,Division 3,2003/2004,15/05/04,Cowdenbeath,Stirling,0,5,A,0,2,A,3.75,3.6,1.72,3.6,3.6,1.7,999,999,999,4.33,3.4,1.67,3.75,3.5,1.73,3.75,3.5,1.73,4.2,3.75,1.61
Main,Scotland,Division 3,2003/2004,15/05/04,East Stirling,Elgin,2,1,H,1,1,D,4.75,3.75,1.53,4.25,3.8,1.55,999,999,999,5.5,4,1.44,999,999,999,999,999,999,3.6,3.75,1.72
Main,Scotland,Division 3,2003/2004,15/05/04,Peterhead,Montrose,1,2,A,1,1,D,1.61,3.6,4.33,1.6,3.6,4.2,999,999,999,1.57,3.75,4.5,1.62,3.4,4.5,1.62,3.4,4.5,1.61,3.75,4.2
Main,Scotland,Division 3,2003/2004,15/05/04,Queens Park,Gretna,1,1,D,1,0,H,3.2,3.5,1.9,3.15,3.5,1.85,999,999,999,3,3.4,2,3.1,3.5,1.91,3.1,3.5,1.91,3.6,3.75,1.72
Main,Scotland,Division 3,2003/2004,15/05/04,Stranraer,Albion Rvs,4,0,H,3,0,H,1.25,5,8,1.25,4.6,8,999,999,999,1.22,5,10,1.3,4,8.5,1.3,4,8.5,1.33,3.75,9
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
Main,Scotland,Division 3,2003/2004,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
